mcap_bie2019;dur_mat2019;cau_div2019;sexo_1.2019;niv_inst1.2019;p_etnica1.2019;edad_1.2019;sexo_2.2019;p_etnica2.2019;niv_inst2.2019;edad_2.2019;mcap_bie2021;dur_mat2021;cau_div2021;sexo_1.2021;p_etnica1.2021;niv_inst1.2021;edad_1.2021;sexo_2.2021;p_etnica2.2021;niv_inst2.2021;edad_2.2021;mcap_bie2022;dur_mat2022;cau_div2022;sexo_1;p_etnica1.2022;niv_inst1.2022;edad_1.2022;sexo_2;p_etnica2.2022;niv_inst2.2022;edad_2.2022
No;11;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;40;Mujer;Mestizo; Secundaria;30; No;3;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;63;Mujer;Mestizo; Secundaria;53; No;13;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior no Universitario;36;Mujer;Mestizo; Superior no Universitario;33
No;21;Por mutuo consentimiento via notarial;Hombre; Primaria;Mestizo;55;Mujer;Mestizo; Primaria;42; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Superior Universitario;59;Hombre;Mestizo; Superior Universitario;47; No;5;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;41;Mujer;Mestizo; Superior no Universitario;29
No;28;Por mutuo consentimiento via notarial;Mujer; Primaria;Mestizo;57;Mujer;Mestizo; Secundaria;52; No;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;44;Mujer;Mestizo; Superior Universitario;41; No;12;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior no Universitario;33;Mujer;Mestizo; Superior no Universitario;30
No;37;Por mutuo consentimiento via notarial;Hombre; Primaria;Mestizo;67;Mujer;Mestizo; Primaria;56; No;27;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;49;Mujer;Mestizo; Secundaria;42; No;22;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;60;Mujer;Mestizo; Educación media / Bachillerato;44
No;3;Por mutuo consentimiento via notarial;Hombre; Primaria;Mestizo;35;Mujer;Mestizo; Primaria;28; No;14;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;50;Mujer;Mestizo; Secundaria;35; No;16;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;34;Mujer;Mestizo; Superior Universitario;32
No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;26;Mujer;Mestizo; Secundaria;26; No;13;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación Básica;34;Hombre;Mestizo; Secundaria;34; No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;42;Mujer;Mestizo; Educación media / Bachillerato;41
No;11;Por mutuo consentimiento via judicial;Mujer; Primaria;Mestizo;30;Mujer;Mestizo; Primaria;27; No;8;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;30;Mujer;Mestizo; Secundaria;27; No;17;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior Universitario;45;Mujer;Mestizo; Superior Universitario;46
No;13;"El que uno de los conyuges sea ebrio
consuetudinario o toxicomano";Hombre; Educacion Basica;Mestizo;41;Mujer;Mestizo; Educacion Basica;45; No;12;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;34;Mujer;Mestizo; Primaria;32; No;17;Por mutuo consentimiento via notarial;Hombre;Mestizo; Secundaria;44;Mujer;Mestizo; Educación media / Bachillerato;43
No;40;Por mutuo consentimiento via judicial;Hombre; Educacion Basica;Mestizo;60;Mujer;Mestizo; Educacion media o Bachillerato;57; No;6;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;29;Hombre;Mestizo; Educación media / Bachillerato;26; No;13;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;31;Mujer;Mestizo; Educación media / Bachillerato;30
No;27;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;72;Mujer;Mestizo; Educacion media o Bachillerato;66; No;46;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;67;Hombre;Mestizo; Educación media / Bachillerato;64; No;6;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;63;Mujer;Mestizo; Primaria;66
No;33;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;57;Mujer;Mestizo; Educacion media o Bachillerato;53; No;9;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;33;Mujer;Mestizo; Educación media / Bachillerato;28; No;1;Por mutuo consentimiento via notarial;Hombre;Mestizo; Superior Universitario;28;Mujer;Mestizo; Superior Universitario;26
No;4;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;39;Mujer;Mestizo; Primaria;39; No;8;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Secundaria;30;Mujer;Mestizo; Secundaria;28; No;6;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;40;Hombre;Mestizo; Educación media / Bachillerato;38
No;31;Por mutuo consentimiento via notarial;Hombre; Primaria;Mestizo;52;Hombre;Mestizo; Primaria;46; No;16;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación media / Bachillerato;39;Mujer;Mestizo; Educación media / Bachillerato;38; No;13;Por mutuo consentimiento via judicial;Mujer;Mestizo; Primaria;37;Hombre;Mestizo; Secundaria;33
No;30;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Primaria;Indigena;53;Mujer;Indigena; Primaria;53; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Sin información; Educación media / Bachillerato;55;Mujer;Sin información; Educación media / Bachillerato;42; No;7;Por mutuo consentimiento via notarial;Mujer;Mulato; Secundaria;31;Hombre;Montubio; Educación Básica;27
No;13;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;39;Mujer;Mestizo; Educacion Basica;43; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Sin información; Educación media / Bachillerato;31;Mujer;Sin información; Educación media / Bachillerato;27; No;7;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;43;Hombre;Mestizo; Educación media / Bachillerato;43
No;20;Por mutuo consentimiento via judicial;Hombre; Primaria;Indigena;49;Mujer;Indigena; Secundaria;47; No;13;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Educación Básica;36;Mujer;Sin información; Educación Básica;34; No;14;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación Básica;57;Hombre;Mestizo; Secundaria;41
No;22;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Primaria;Mestizo;51;Mujer;Mestizo; Educacion media o Bachillerato;49; No;10;Por mutuo consentimiento via judicial;Mujer;Sin información; Educación media / Bachillerato;36;Hombre;Sin información; Educación media / Bachillerato;31; No;38;Por mutuo consentimiento via notarial;Mujer;Mestizo; Primaria;63;Hombre;Mestizo; Primaria;58
Sin informacion;33;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Primaria;Mestizo;58;Mujer;Mestizo; Secundaria;55; No;15;Por mutuo consentimiento via notarial;Hombre;Sin información; Educación media / Bachillerato;36;Mujer;Sin información; Educación media / Bachillerato;33; No;27;Por mutuo consentimiento via judicial;Hombre;Montubio; Secundaria;50;Mujer;Mestizo; Educación media / Bachillerato;43
No;9;Por mutuo consentimiento via judicial;Mujer; Secundaria;Mestizo;25;Mujer;Mestizo; Posgrado;25; No;15;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;45;Mujer;Mestizo; Secundaria;43; No;1;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación media / Bachillerato;26;Hombre;Mestizo; Educación media / Bachillerato;24
No;18;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;47;Mujer;Mestizo; Primaria;41; No;45;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Superior Universitario;66;Mujer;Mestizo; Superior Universitario;62; No;14;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;39;Hombre;Mestizo; Superior no Universitario;35
No;24;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Secundaria;Mestizo;54;Hombre;Mestizo; Secundaria;53; No;13;Por mutuo consentimiento via judicial;Mujer;Mestizo; Secundaria;38;Hombre;Mestizo; Secundaria;35; No;4;Por mutuo consentimiento via judicial;Mujer;Mestizo; Educación Básica;34;Hombre;Mestizo; Educación Básica;23
No;3;Por mutuo consentimiento via judicial;Hombre; Primaria;Mestizo;28;Mujer;Mestizo; Primaria;23; No;40;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;Mestizo; Primaria;61;Mujer;Mestizo; Primaria;54; No;38;Por mutuo consentimiento via notarial;Mujer;Mestizo; Primaria;67;Hombre;Mulato; Educación Básica;65
No;11;Por mutuo consentimiento via notarial;Hombre; Secundaria;Mestizo;32;Mujer;Mestizo; Secundaria;28; No;14;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior no Universitario;36;Mujer;Mestizo; Superior Universitario;40; No;27;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación media / Bachillerato;59;Hombre;Mestizo; Educación Básica;61
No;9;Por mutuo consentimiento via judicial;Hombre; Secundaria;Mestizo;31;Mujer;Mestizo; Secundaria;25; No;39;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;74;Mujer;Mestizo; Primaria;59; No;8;Por mutuo consentimiento via judicial;Mujer;Blanco; Superior no Universitario;31;Hombre;Blanco; Superior no Universitario;35
No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Primaria;Mestizo;41;Mujer;Mestizo; Primaria;48; No;31;Por mutuo consentimiento via judicial;Mujer;Mestizo; Primaria;58;Hombre;Mestizo; Primaria;48; Sin informacion;6;Los tratos crueles o violencia contra la mujer o miembros del nucleo familiar;Mujer;Mestizo; Educación Básica;48;Hombre;Mestizo; Educación media / Bachillerato;34
No;15;Por mutuo consentimiento via judicial;Mujer; Superior Universitario;Mestizo;35;Hombre;Mestizo; Superior Universitario;31; No;24;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;49;Mujer;Mestizo; Educación media / Bachillerato;45; Sin informacion;12;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Mujer;Mestizo; Superior Universitario;71;Hombre;Mestizo; Educación media / Bachillerato;65
No;15;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Blanco;40;Mujer;Mestizo; Educacion media o Bachillerato;36; No;9;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Mujer;Mestizo; Secundaria;36;Hombre;Mestizo; Secundaria;31; No;25;Por mutuo consentimiento via notarial;Mujer;Blanco; Superior Universitario;49;Hombre;Blanco; Superior no Universitario;47
No;39;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;58;Mujer;Mestizo; Educacion media o Bachillerato;61; No;1;Por mutuo consentimiento via notarial;Mujer;Mestizo; Secundaria;57;Hombre;Mestizo; Secundaria;56; No;26;Por mutuo consentimiento via notarial;Hombre;Blanco; Superior no Universitario;49;Mujer;Blanco; Superior no Universitario;45
No;6;El adulterio de uno de los conyuges;Hombre; Secundaria;Mestizo;36;Mujer;Mestizo; Educacion media o Bachillerato;35; No;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Primaria;33;Hombre;Mestizo; Primaria;30; No;52;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;84;Mujer;Mestizo; Educación media / Bachillerato;75
No;16;El adulterio de uno de los conyuges;Hombre; Educacion media o Bachillerato;Mestizo;47;Hombre;Mestizo; Educacion media o Bachillerato;42; No;11;Por mutuo consentimiento via judicial;Mujer;Mestizo; Primaria;38;Hombre;Mestizo; Secundaria;34; No;13;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación Básica;62;Mujer;Mestizo; Educación media / Bachillerato;64
No;7;El adulterio de uno de los conyuges;Mujer; Educacion media o Bachillerato;Mestizo;32;Mujer;Mestizo; Educacion media o Bachillerato;29; No;26;Por mutuo consentimiento via notarial;Hombre;Mestizo; Primaria;66;Mujer;Mestizo; Primaria;45; Sin informacion;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;33;Mujer;Mestizo; Superior Universitario;34
No;4;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;23;Mujer;Mestizo; Educacion media o Bachillerato;24; No;2;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;25;Mujer;Mestizo; Primaria;23; No;16;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;48;Mujer;Mestizo; Educación media / Bachillerato;35
No;4;El adulterio de uno de los conyuges;Hombre; Educacion media o Bachillerato;Mestizo;46;Mujer;Mestizo; Secundaria;37; No;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Secundaria;55;Hombre;Mestizo; Secundaria;49; No;10;Por mutuo consentimiento via judicial;Hombre;Mestizo; Superior Universitario;39;Mujer;Mestizo; Superior Universitario;38
No;15;El adulterio de uno de los conyuges;Hombre; Educacion media o Bachillerato;Mestizo;44;Mujer;Mestizo; Educacion media o Bachillerato;49; No;28;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer;Mestizo; Primaria;49;Hombre;Mestizo; Primaria;48; No;23;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;47;Mujer;Mestizo; Superior no Universitario;42
No;42;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Mujer; Educacion media o Bachillerato;Mestizo;61;Mujer;Mestizo; Educacion media o Bachillerato;63; No;21;Por mutuo consentimiento via notarial;Mujer;Mestizo; Educación Básica;44;Hombre;Mestizo; Educación Básica;43; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;47;Mujer;Mestizo; Educación media / Bachillerato;32
No;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;51;Mujer;Mestizo; Educacion media o Bachillerato;43; No;14;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación Básica;44;Mujer;Mestizo; Educación media / Bachillerato;33; No;4;Por mutuo consentimiento via notarial;Hombre;Mestizo; Educación media / Bachillerato;44;Mujer;Mestizo; Educación media / Bachillerato;24
No;22;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;50;Mujer;Mestizo; Educacion media o Bachillerato;42; No;14;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;41;Mujer;Mestizo; Educación media / Bachillerato;35; No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación Básica;60;Mujer;Mestizo; Educación media / Bachillerato;37
No;11;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre; Educacion media o Bachillerato;Mestizo;43;Hombre;Mestizo; Educacion media o Bachillerato;45; No;27;Por mutuo consentimiento via judicial;Hombre;Mestizo; Educación media / Bachillerato;48;Mujer;Mestizo; Educación media / Bachillerato;45; No;48;Por mutuo consentimiento via notarial;Hombre;Mestizo;Ninguno;73;Mujer;Mestizo; Primaria;67
No;11;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;32;Mujer;Mestizo; Educacion media o Bachillerato;32; No;17;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;48;Mujer;Mestizo; Primaria;52; No;9;Por mutuo consentimiento via judicial;Hombre;Mestizo; Secundaria;41;Mujer;Mestizo; Superior no Universitario;34
No;24;Por mutuo consentimiento via judicial;Hombre; Educacion media o Bachillerato;Mestizo;43;Hombre;Mestizo; Educacion media o Bachillerato;46; No;5;Por mutuo consentimiento via judicial;Mujer;Mestizo; Primaria;28;Hombre;Mestizo; Primaria;41; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses interrumpidos;Hombre;Mestizo; Educación media / Bachillerato;44;Mujer;Mestizo; Educación media / Bachillerato;48
No;11;Por mutuo consentimiento via notarial;Hombre; Educacion media o Bachillerato;Mestizo;42;Mujer;Mestizo; Educacion media o Bachillerato;41; No;6;Por mutuo consentimiento via judicial;Mujer;Indígena; Primaria;35;Hombre;Indígena; Primaria;29; No;3;Por mutuo consentimiento via judicial;Mujer;Mestizo; Superior Universitario;34;Hombre;Mestizo; Superior Universitario;29
No;2;Por mutuo consentimiento via judicial;Mujer; Educacion media o Bachillerato;Mestizo;30;Mujer;Mestizo; Educacion media o Bachillerato;26; No;1;Por mutuo consentimiento via judicial;Hombre;Mestizo; Primaria;33;Mujer;Mestizo; Educación Básica;34; Si;6;Por mutuo consentimiento via notarial;Mujer;Mestizo; Superior no Universitario;36;Hombre;Mestizo; Superior no Universitario;39
