prov_insc;cant_insc;parr_insc;fecha_mat;mcap_bie;dur_mat;cau_div;sexo_1;fecha_nac1;edad_1;p_etnica1;niv_inst1;sexo_2;fecha_nac2;edad_2;p_etnica2;niv_inst2
Azuay;Cuenca;El Batan;22/10/2004; No;10;Por mutuo consentimiento via judicial;Hombre;2/11/1983;37;Mestizo; Secundaria;Mujer;1/5/1985;35;Mestizo; Primaria
Azuay;Cuenca;El Batan;17/3/2014; No;6;Por mutuo consentimiento via notarial;Hombre;10/4/1989;31;Mestizo; Educacion Basica;Mujer;24/12/1991;29;Mestizo; Secundaria
Azuay;Cuenca;El Batan;30/9/2009; No;11;Por mutuo consentimiento via notarial;Hombre;24/4/1949;71;Mestizo; Secundaria;Mujer;27/12/1971;49;Mestizo; Posgrado
Azuay;Cuenca;El Batan;7/2/2020; No;1;Por mutuo consentimiento via notarial;Hombre;12/9/1989;31;Mestizo; Superior Universitario;Mujer;17/7/1991;29;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;20/2/1987; Sin informacion;34;Por mutuo consentimiento via notarial;Hombre;17/8/1966;54;Mestizo; Superior Universitario;Mujer;1/8/1966;54;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;7/5/2003; Sin informacion;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;6/4/1978;42;Mestizo; Superior Universitario;Mujer;2/4/1981;39;Mestizo; Superior no Universitario
Azuay;Cuenca;San Blas;17/4/2014; Sin informacion;5;Por mutuo consentimiento via judicial;Hombre;23/10/1981;39;Mestizo; Secundaria;Mujer;12/8/1985;35;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;27/3/2017; Sin informacion;3;Por mutuo consentimiento via judicial;Hombre;16/3/1996;24;Mestizo; Superior Universitario;Mujer;26/10/1995;25;Mestizo; Educacion Basica
Azuay;Cuenca;San Blas;16/10/1992; Sin informacion;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;27/11/1973;47;Mestizo; Primaria;Mujer;20/8/1974;46;Mestizo; Primaria
Azuay;Cuenca;San Blas;24/10/1990; Sin informacion;30;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;17/3/1966;54;Mestizo; Primaria;Mujer;15/1/1963;58;Mestizo; Primaria
Azuay;Cuenca;San Blas;2/6/2000; Sin informacion;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;23/6/1977;43;Mestizo; Superior Universitario;Mujer;31/12/1980;40;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;3/4/2009; Sin informacion;10;Por mutuo consentimiento via judicial;Hombre;29/6/1985;35;Mestizo; Primaria;Mujer;5/3/1991;30;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;8/7/1994; Sin informacion;26;Por mutuo consentimiento via judicial;Hombre;1/10/1965;55;Mestizo; Superior Universitario;Mujer;29/5/1969;51;Mestizo; Primaria
Azuay;Cuenca;San Blas;13/7/1992; Sin informacion;28;Por mutuo consentimiento via notarial;Hombre;20/3/1971;49;Montubio; Secundaria;Mujer;6/12/1969;51;Mestizo; Jardin de Infantes
Azuay;Cuenca;San Blas;22/3/2018; Sin informacion;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;13/2/1979;42;Mestizo; Superior Universitario;Mujer;4/9/1984;36;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;23/2/2001; Sin informacion;19;Por mutuo consentimiento via judicial;Hombre;12/2/1982;39;Mestizo; Superior Universitario;Mujer;8/6/1979;41;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;12/6/2017; Sin informacion;3;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;23/1/1991;30;Mestizo; Educacion media o Bachillerato;Mujer;9/5/1994;26;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;6/8/2018; Sin informacion;2;Por mutuo consentimiento via notarial;Hombre;20/11/1972;48;Mestizo; Secundaria;Mujer;3/3/1976;45;Mestizo; Secundaria
Azuay;Cuenca;San Blas;30/12/1992; Sin informacion;28;Por mutuo consentimiento via notarial;Hombre;15/8/1970;50;Mestizo; Educacion media o Bachillerato;Mujer;17/3/1963;57;Montubio; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;13/9/1991; Sin informacion;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;25/7/1968;52;Sin informacion; Educacion media o Bachillerato;Mujer;8/10/1969;51;Sin informacion; Educacion Basica
Azuay;Cuenca;San Blas;13/8/1997; Sin informacion;22;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;28/12/1977;43;Mestizo; Secundaria;Mujer;26/12/1977;43;Mestizo; Secundaria
Azuay;Cuenca;San Blas;7/1/2012; Sin informacion;9;Por mutuo consentimiento via notarial;Hombre;17/4/1965;55;Mestizo; Educacion Basica;Mujer;23/11/1983;37;Mestizo; Superior no Universitario
Azuay;Cuenca;San Blas;23/6/2006; Sin informacion;14;Por mutuo consentimiento via judicial;Hombre;23/10/1985;35;Mestizo; Superior no Universitario;Mujer;28/2/1989;32;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;21/4/2017; Sin informacion;3;Por mutuo consentimiento via notarial;Hombre;2/10/1983;37;Mestizo; Posgrado;Mujer;18/1/1993;28;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas;25/11/1994; Sin informacion;26;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;5/1/1968;53;Mestizo; Secundaria;Mujer;20/8/1974;46;Mestizo; Posgrado
Azuay;Cuenca;San Blas;29/5/1995; No;25;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;29/11/1956;64;Mestizo; Secundaria;Mujer;9/7/1960;60;Mestizo; Secundaria
Azuay;Cuenca;San Blas;1/11/2001; Sin informacion;19;Por mutuo consentimiento via judicial;Hombre;21/1/1978;43;Mestizo; Educacion media o Bachillerato;Mujer;22/5/1981;39;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;1/3/2012; Sin informacion;8;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;29/3/1991;30;Mestizo; Superior Universitario;Mujer;20/6/1992;28;Mestizo; Educacion Basica
Azuay;Cuenca;San Blas;28/1/2003; Sin informacion;18;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/10/1979;41;Mestizo; Educacion media o Bachillerato;Mujer;23/6/1967;53;Blanco; Superior Universitario
Azuay;Cuenca;San Blas;25/11/2011; Sin informacion;8;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;25/9/1985;35;Mestizo; Primaria;Mujer;5/4/1986;34;Mestizo; Primaria
Azuay;Cuenca;San Blas;21/7/1995; Sin informacion;25;Por mutuo consentimiento via judicial;Hombre;22/1/1975;46;Mestizo; Primaria;Mujer;21/1/1974;47;Mestizo; Educacion media o Bachillerato
Azuay;Cuenca;San Blas;1/7/1990; Sin informacion;30;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;16/7/1968;52;Mestizo; Primaria;Mujer;21/6/1972;48;Mestizo; Primaria
Azuay;Gualaceo;Gualaceo, cabecera cantonal;8/6/2011; No;9;Por mutuo consentimiento via judicial;Hombre;26/3/1987;33;Mestizo; Educacion Basica;Mujer;22/12/1985;35;Mestizo; Educacion Basica
Azuay;Gualaceo;Gualaceo, cabecera cantonal;10/2/2000; No;21;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;13/2/1976;45;Mestizo; Educacion Basica;Mujer;3/6/1977;43;Mestizo; Educacion Basica
Azuay;Paute;Paute, cabecera cantonal;31/3/1998; No;21;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;11/4/1976;44;Mestizo; Secundaria;Mujer;4/9/1979;41;Mestizo; Primaria
Azuay;Paute;Paute, cabecera cantonal;1/12/2004; Sin informacion;15;Por mutuo consentimiento via judicial;Hombre;5/8/1981;39;Otro; Primaria;Mujer;9/10/1977;43;Otro; Secundaria
Azuay;Paute;Paute, cabecera cantonal;22/5/2002; No;18;Los tratos crueles o violencia contra la mujer o miembros del nucleo familiar;Hombre;1/10/1985;35;Mestizo; Educacion Basica;Mujer;8/10/1985;35;Mestizo; Educacion Basica
Azuay;Ona;San Felipe de Ona, cabecera cantonal;2/4/2019; Sin informacion;1;El adulterio de uno de los conyuges;Hombre;23/7/1982;38;Mestizo; Educacion media o Bachillerato;Mujer;21/10/1993;27;Mestizo; Educacion media o Bachillerato
Azuay;Paute;Paute, cabecera cantonal;12/8/2013; No;6;Por mutuo consentimiento via judicial;Hombre;12/2/1995;26;Mestizo; Educacion Basica;Mujer;18/5/1998;22;Mestizo; Educacion Basica
Azuay;Gualaceo;Gualaceo, cabecera cantonal;25/8/2006; No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;12/5/1981;39;Mestizo; Educacion Basica;Mujer;26/3/1984;36;Mestizo; Educacion media o Bachillerato
Azuay;Gualaceo;Gualaceo, cabecera cantonal;18/6/2000; No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;11/12/1981;39;Mestizo; Educacion Basica;Mujer;22/1/1982;39;Mestizo; Educacion Basica
Azuay;Gualaceo;Gualaceo, cabecera cantonal;13/10/1980; No;36;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;12/9/1962;58;Mestizo; Primaria;Mujer;10/5/1955;65;Mestizo; Primaria
Azuay;Gualaceo;Gualaceo, cabecera cantonal;10/3/2003; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;10/10/1981;39;Mestizo; Educacion Basica;Mujer;10/8/1983;37;Mestizo; Educacion Basica
Azuay;Paute;Paute, cabecera cantonal;25/5/2009; No;11;Por mutuo consentimiento via judicial;Hombre;25/5/1990;30;Indigena; Primaria;Mujer;20/5/1989;31;Mulato; Primaria
Azuay;Cuenca;San Blas;13/11/2015; Sin informacion;4;Por mutuo consentimiento via judicial;Hombre;9/3/1996;25;Mestizo; Educacion media o Bachillerato;Mujer;11/11/1997;23;Mestizo; Secundaria
Azuay;Cuenca;San Blas;3/8/2001; Sin informacion;17; Sin informacion;Hombre;26/12/1978;42;Mestizo; Primaria;Mujer;5/4/1980;40;Mestizo; Primaria
Azuay;Giron;Giron, cabecera cantonal;14/2/2020; No;1;Por mutuo consentimiento via notarial;Hombre;15/1/1951;70;Mestizo; Educacion Basica;Mujer;25/4/1957;63;Mestizo; Educacion Basica
Azuay;Gualaceo;Gualaceo, cabecera cantonal;20/11/2014; No;6;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;20/11/1982;38;Mestizo; Superior no Universitario;Mujer;1/2/1985;36;Mestizo; Secundaria
Azuay;Cuenca;San Blas;10/9/2010; Si;10;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;21/2/1990;31;Mestizo; Educacion media o Bachillerato;Mujer;1/11/1992;28;Mestizo; Educacion media o Bachillerato
Azuay;Ona;San Felipe de Ona, cabecera cantonal;1/10/2020; No;0;Por mutuo consentimiento via notarial;Hombre;24/11/1968;52;Mestizo; Educacion media o Bachillerato;Mujer;14/4/1980;40;Mestizo; Primaria
Canar;Azogues;Azogues;23/6/2020; No;0;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;2/6/1951;69;Mestizo; Primaria;Mujer;19/12/1967;53;Mestizo; Primaria
Canar;Azogues;Azogues;6/11/2002; No;18;Por mutuo consentimiento via judicial;Hombre;12/7/1982;38;Mestizo; Superior Universitario;Mujer;19/6/1983;37;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;15/12/1994; No;26;Por mutuo consentimiento via judicial;Hombre;17/10/1974;46;Mestizo; Primaria;Mujer;29/10/1975;45;Mestizo; Primaria
Canar;Azogues;Azogues;30/9/2011; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;8/6/1978;42;Mestizo; Superior Universitario;Mujer;2/11/1988;32;Mestizo; Superior Universitario
Canar;Azogues;Azogues;29/7/1997; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;25/6/1976;44;Mestizo; Superior Universitario;Mujer;1/9/1973;47;Mestizo; Superior Universitario
Canar;Azogues;Azogues;8/3/2017; No;3;Por mutuo consentimiento via judicial;Hombre;19/9/1993;27;Mestizo; Educacion media o Bachillerato;Mujer;2/1/1994;27;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;23/12/2016; No;3;Por mutuo consentimiento via judicial;Hombre;28/10/1982;38;Mestizo; Educacion media o Bachillerato;Mujer;15/6/1989;31;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;4/8/1992; No;23; Sin informacion;Hombre;12/10/1958;62;Mestizo; Superior Universitario;Mujer;9/9/1956;64;Mestizo; Superior Universitario
Canar;Azogues;Azogues;20/8/1987; No;33;Por mutuo consentimiento via notarial;Hombre;1/1/1956;65;Mestizo; Educacion media o Bachillerato;Mujer;10/8/1962;58;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;5/1/2006; No;15;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;7/2/1981;40;Mestizo; Primaria;Mujer;12/8/1987;33;Sin informacion; Primaria
Canar;Azogues;Azogues;16/3/2001; No;19;Por mutuo consentimiento via judicial;Hombre;2/1/1982;39;Mestizo; Primaria;Mujer;31/1/1985;36;Mestizo; Primaria
Canar;Azogues;Azogues;13/9/2001; No;19; Sin informacion;Hombre;26/3/1974;46;Mestizo; Primaria;Mujer;28/2/1979;42;Mestizo; Primaria
Canar;Azogues;Azogues;14/4/1994; No;26;Por mutuo consentimiento via judicial;Hombre;26/4/1968;52;Mestizo; Primaria;Mujer;2/6/1968;52;Mestizo; Primaria
Canar;Azogues;Azogues;2/10/2009; No;11;Por mutuo consentimiento via judicial;Hombre;1/1/1986;35;Mestizo; Primaria;Mujer;21/11/1990;30;Mestizo; Primaria
Canar;Azogues;Azogues;8/11/2002; No;17;El estado habitual de falta de armonia de las dos voluntades en la vida matrimonial;Hombre;30/5/1975;45;Mestizo; Superior Universitario;Mujer;6/10/1968;52;Mestizo; Primaria
Canar;Azogues;Azogues;5/4/1991; No;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;11/3/1973;47;Mestizo; Primaria;Mujer;17/10/1976;44;Mestizo; Primaria
Canar;Azogues;Azogues;16/5/2013; No;7;Por mutuo consentimiento via notarial;Hombre;16/5/1960;60;Mestizo; Superior Universitario;Mujer;20/6/1962;58;Mestizo; Superior Universitario
Canar;Azogues;Azogues;1/6/2004; No;16;Por mutuo consentimiento via judicial;Hombre;27/9/1976;44;Mestizo; Educacion media o Bachillerato;Mujer;1/5/1982;38;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;6/11/1990; No;30;Por mutuo consentimiento via judicial;Hombre;16/11/1967;53;Mestizo; Educacion media o Bachillerato;Mujer;2/3/1971;50;Sin informacion; Educacion media o Bachillerato
Canar;Azogues;Azogues;7/4/2015; No;5;Por mutuo consentimiento via notarial;Hombre;7/4/1990;30;Mestizo; Educacion media o Bachillerato;Mujer;17/1/2000;21;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;24/11/2003; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;29/3/1982;38;Mestizo;Ninguno;Mujer;8/6/1985;35;Mestizo; Primaria
Canar;Azogues;Azogues;10/3/2016; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;23/11/1983;37;Mestizo; Educacion media o Bachillerato;Mujer;5/3/1978;43;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;31/7/1998; No;22;Por mutuo consentimiento via judicial;Hombre;30/3/1975;45;Mestizo; Superior Universitario;Mujer;22/9/1980;40;Mestizo; Superior Universitario
Canar;Azogues;Azogues;19/1/1996; No;25;Por mutuo consentimiento via judicial;Hombre;22/7/1963;57;Mestizo; Educacion media o Bachillerato;Mujer;26/8/1971;49;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;19/5/2017; No;3;Por mutuo consentimiento via judicial;Hombre;30/7/1993;27;Mestizo; Educacion media o Bachillerato;Mujer;21/6/1992;28;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;19/11/2014; No;6;Por mutuo consentimiento via judicial;Hombre;25/11/1972;48;Mestizo; Educacion media o Bachillerato;Mujer;24/6/1972;48;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;27/4/2017; Sin informacion;3;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;24/5/1989;31;Mestizo; Superior Universitario;Mujer;29/5/1990;30;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;22/2/1972; No;48; Sin informacion;Hombre;27/2/1950;71;Mestizo; Primaria;Mujer;20/7/1953;67;Mestizo; Primaria
Canar;Azogues;Azogues;21/12/1982; Sin informacion;37;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/10/1960;60;Mestizo; Primaria;Mujer;12/8/1955;65;Mestizo; Primaria
Canar;Azogues;Azogues;3/3/2016; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;8/10/1990;30;Mestizo; Primaria;Mujer;5/3/1996;25;Mestizo; Primaria
Canar;Azogues;Azogues;4/7/2001; No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;20/1/1978;43;Sin informacion; Primaria;Mujer;22/2/1977;44;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;5/10/2013; No;6;Por mutuo consentimiento via judicial;Hombre;29/1/1988;33;Mestizo; Superior Universitario;Mujer;28/8/1990;30;Mestizo; Superior Universitario
Canar;Azogues;Azogues;3/4/2003; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;1/9/1976;44;Mestizo; Primaria;Mujer;30/8/1981;39;Mestizo; Primaria
Canar;Azogues;Azogues;29/4/2011; No;9;Por mutuo consentimiento via judicial;Hombre;16/12/1988;32;Mestizo; Primaria;Mujer;24/12/1987;33;Mestizo; Secundaria
Canar;Azogues;Azogues;27/7/2009; No;10;Por mutuo consentimiento via judicial;Hombre;10/8/1987;33;Mestizo; Educacion media o Bachillerato;Mujer;31/1/1993;28;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;22/2/2008; No;12;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;4/2/1990;31;Mestizo; Educacion media o Bachillerato;Mujer;26/9/1984;36;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;24/9/2011; No;9;Por mutuo consentimiento via judicial;Hombre;22/12/1986;34;Mestizo; Educacion media o Bachillerato;Mujer;14/2/1990;31;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;2/4/2008; No;12;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;10/2/1978;43;Mestizo; Educacion media o Bachillerato;Mujer;16/6/1978;42;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;7/9/2016; Si;4;Por mutuo consentimiento via judicial;Hombre;18/3/1994;27;Mestizo; Educacion media o Bachillerato;Mujer;6/6/1998;22;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;20/11/1980; No;39;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;2/1/1953;68;Mestizo; Centro de alfabetizacion;Mujer;15/3/1963;58;Mestizo; Primaria
Canar;Azogues;Azogues;19/9/1996; No;24;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;29/4/1976;44;Mestizo; Superior Universitario;Mujer;13/12/1975;45;Mestizo; Primaria
Canar;Azogues;Azogues;28/1/2014; No;7;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;30/9/1989;31;Mestizo; Jardin de Infantes;Mujer;29/12/1995;25;Mestizo; Primaria
Canar;Azogues;Azogues;19/4/2007; No;13;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;18/10/1971;49;Mestizo; Primaria;Mujer;10/2/1979;42;Mestizo; Primaria
Canar;Azogues;Azogues;30/6/1992; No;28;Por mutuo consentimiento via notarial;Hombre;15/12/1963;57;Mestizo; Educacion media o Bachillerato;Mujer;17/11/1970;50;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues;29/3/2006; No;14;Por mutuo consentimiento via judicial;Hombre;28/3/1976;44;Mestizo; Educacion media o Bachillerato;Mujer;5/8/1987;33;Mestizo; Educacion media o Bachillerato
Zamora Chinchipe;Zamora;Zamora;13/4/2017; No;3;El adulterio de uno de los conyuges;Hombre;13/7/1988;32;Mestizo; Educacion media o Bachillerato;Mujer;17/7/1995;25;Mestizo; Educacion media o Bachillerato
Zamora Chinchipe;Zamora;Zamora;16/3/1985; No;35;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos;Hombre;30/3/1961;59;Mestizo; Educacion media o Bachillerato;Mujer;5/5/1967;53;Mestizo; Educacion media o Bachillerato
